image_id,name,alpha95_coverage,depth_coverage,native_psnr_gt_valid_db,straight_psnr_gt_valid_db,straight_psnr_covered_db,native_ssim_gt_valid,straight_ssim_covered,ssim_covered_window_fraction,depth_mae_mm,depth_rmse_mm,depth_absrel,depth_eval_coverage
3001,003001.png,0.7598375451263538,0.995932987364621,21.71865473338346,22.445512794569595,21.597781286171443,0.7491856217384338,0.7732663750648499,0.36984854467509026,35.24065279753151,102.75546700269607,0.01605064600221593,0.9944875338447653
3004,003004.png,0.8948513650722022,0.9989437612815885,17.590842289308327,17.699367558441438,17.301215339490913,0.7405354976654053,0.7534140348434448,0.6769051782490975,61.971878919702746,190.69281346100425,0.02309003479557462,0.9725081791516246
3007,003007.png,0.862662172833935,0.9963687387184116,20.828560645823913,21.147651793290013,20.737085938724658,0.7661849856376648,0.7870595455169678,0.6049582581227437,56.323760530231624,154.49639258571162,0.024093751820635712,0.9514948104693141
3010,003010.png,0.43039259927797835,0.9904021886281589,23.215530235723985,29.430764971736686,27.428346490781223,0.8111786246299744,0.9128184914588928,0.11835373420577618,8.132866495613076,21.66864394459225,0.00718053009715725,0.9904021886281589
3013,003013.png,0.449316053700361,0.9926514553249097,24.43904593249656,34.232050456451645,31.211345993933193,0.8331756591796875,0.9005606770515442,0.11739620938628159,10.825184789511146,33.50193128603216,0.008696891406574508,0.9926514553249097
3016,003016.png,0.5125070509927798,0.9888058438628159,22.428628679696914,25.96702350615644,23.776591761719846,0.7159904837608337,0.7741091251373291,0.22701094314079423,21.38713344039065,57.27465267013113,0.01447105130406752,0.9888058438628159
3019,003019.png,0.650651511732852,0.994563684566787,23.98107975964299,27.1772525295049,25.761436683685584,0.7731291055679321,0.8169439435005188,0.22325699458483755,22.02255079820684,57.368620758131065,0.011709084556716185,0.9934200135379061
3022,003022.png,0.8232499435920577,0.9985968524368231,19.48996797665544,19.845087848460462,19.055990609707415,0.7615898847579956,0.771018922328949,0.5657589688628158,53.944871534075816,170.35266099344466,0.020922818919947895,0.9982682761732852
3025,003025.png,0.8236067238267148,0.99459752933213,20.366007582260917,20.897774391749635,20.273559337043366,0.7535378336906433,0.7793582677841187,0.5336064417870036,58.77808932323963,162.61120170032032,0.022930148586554705,0.9334569607400722
3028,003028.png,0.6401610446750903,0.9939826827617328,22.09209319078009,22.685665912659854,22.3273782158844,0.8306007385253906,0.843300998210907,0.3437923059566787,15.903171299547564,28.861888986052502,0.01310563195961713,0.9939826827617328
3031,003031.png,0.32578407039711194,0.9869063064079422,22.432789557085663,27.19067419266191,26.73021408669822,0.8169944882392883,0.8006150126457214,0.05403598826714801,4.608053326855615,10.991161249465472,0.005387706836686942,0.9869063064079422
3034,003034.png,0.6244697653429603,0.9945368907942238,25.574953141396414,30.00574147501457,28.622605051786717,0.8333122134208679,0.8925529718399048,0.26424582581227435,23.037567033347234,53.09475823088815,0.014464947206865239,0.9945368907942238
3037,003037.png,0.6738577391696751,0.9946694494584838,23.423750912680134,26.024365624060867,24.629104444894804,0.7608011960983276,0.8479659557342529,0.30245374548736464,26.467934880565647,90.7557781648097,0.014382504891024626,0.9936442351083032
3040,003040.png,0.8641978790613718,0.998340196299639,19.8241964971019,20.05006179454157,19.521137582100167,0.76362544298172,0.7939207553863525,0.6417545690433213,55.29507923387241,170.6682745088829,0.022594577539431112,0.9980186710288809
3043,003043.png,0.8528824458483755,0.996547833935018,20.138414341358285,20.44366391370911,19.946042477808962,0.7535126805305481,0.7795770764350891,0.5799089011732852,57.2782063804034,153.56691173707733,0.023302903075596782,0.9413695848375452
3046,003046.png,0.7272943930505416,0.996220667870036,22.043243292570097,22.39174387528882,21.876371844794416,0.8327868580818176,0.8229215741157532,0.4632318930505415,26.760212385754443,65.62125565389833,0.017182885043718833,0.9911890794223827
3049,003049.png,0.4108486574909747,0.9895856836642599,21.46719408312704,21.987293277569805,21.275819924130897,0.8332421779632568,0.8024466037750244,0.13003299864620937,6.284248327360044,16.18967289631486,0.007062328228848526,0.9895856836642599
3052,003052.png,0.6844962770758123,0.9962954083935018,24.654805087490736,26.865094631150697,25.869150279622808,0.8538968563079834,0.9154746532440186,0.30706509476534294,23.245635837863937,46.54997049109966,0.014904607324645202,0.9962954083935018
3055,003055.png,0.6663921480144405,0.9938910198555957,23.986745164671767,27.104399245340147,25.72975832019887,0.7645754814147949,0.865742027759552,0.32700389214801445,26.434102774044955,95.98805978125978,0.013937182600539198,0.993782434566787
3058,003058.png,0.8222867779783394,0.998241482400722,22.358604521165667,22.90409319264656,22.23715429201761,0.7624140977859497,0.786940336227417,0.551174695397112,54.72366240053583,165.75036151216077,0.02206033922621327,0.9979509814981949
3061,003061.png,0.8337390004512636,0.9957285085740072,21.009899581495205,21.517944096560228,21.000097499824495,0.7495151162147522,0.7779875993728638,0.5751706340252708,54.9888104988803,143.7089614734408,0.023493654331682094,0.9376537116425993
3064,003064.png,0.7520983754512636,0.993098488267148,19.99224406751963,20.09147015607493,20.833540596223934,0.7636391520500183,0.7662704586982727,0.48170126353790615,31.23638675485984,70.11776205025197,0.020738936846678237,0.9770885040613718
3067,003067.png,0.3490438853790614,0.9894108190433213,20.837126776586974,21.043867749768644,21.3419324826331,0.841692328453064,0.8238585591316223,0.06063571750902527,5.205196326739458,14.303416683180613,0.006062168975314377,0.9894108190433213
3070,003070.png,0.7201080212093863,0.9967269291516245,23.265805174448836,24.04282843454968,23.53079927919408,0.8284770846366882,0.8544781804084778,0.416667136732852,27.279195358227728,60.27790553916341,0.017884252798776003,0.9967269291516245
3073,003073.png,0.7405700022563176,0.9949585401624549,23.675210165038468,25.783720838245134,24.706059922142526,0.7636452913284302,0.8454774022102356,0.45268078745487367,34.508559749462435,116.34296262162783,0.01775008137997047,0.9942520306859206
3076,003076.png,0.8563233303249097,0.9988506881768953,21.002319737526662,21.30640508829722,20.74867898527109,0.7571607232093811,0.7847201228141785,0.6024015681407943,59.87200768247648,172.29517378162026,0.024281944893313766,0.9985686484657039
3079,003079.png,0.8412624097472924,0.9949317463898917,20.99632031922626,21.535862418199684,21.117430361043112,0.7445428967475891,0.7877549529075623,0.5897549074909747,58.22294524875646,147.61325415389962,0.026863444726805834,0.9262282829422382
3082,003082.png,0.7236885153429603,0.9910438289711191,22.36626060651101,24.40756247059857,23.945586354017237,0.7771229147911072,0.7819555997848511,0.4101943253610108,30.095036938814175,69.14175757776965,0.018225142947212652,0.9677769629963899
3085,003085.png,0.42375197427797834,0.9867046480144405,19.348692374950474,20.205532206506447,20.049365873227458,0.7906156182289124,0.8212839961051941,0.13967593637184114,6.641053492107956,16.06681397403947,0.007024079185316296,0.9867046480144405
3088,003088.png,0.7341437274368231,0.9974799751805055,23.595522796718008,24.154310685736778,23.912271520797745,0.8458731770515442,0.8696119785308838,0.42633827842960287,27.724855195501977,71.33724018974698,0.016332106399981866,0.9974799751805055
3091,003091.png,0.7294957129963899,0.9970653768050541,23.926181754491964,25.969073472165817,24.764450247752837,0.774633526802063,0.8453931212425232,0.4396576037906137,37.090775188643335,117.15659022714861,0.017859375657846975,0.9966677008122744
3094,003094.png,0.8078308325812275,0.9980750789711191,21.92670247760504,22.644063809168117,21.8935845943129,0.7504364252090454,0.768240749835968,0.5205987703068592,61.01770791966569,172.04015379870157,0.024422057812861223,0.9978466268050542
3097,003097.png,0.8120148916967509,0.9931887409747292,22.40861063655375,23.362004524646455,23.057007545334507,0.7660406827926636,0.829741358757019,0.535514440433213,46.328671480200256,124.13309512727085,0.022132422565141252,0.9111222360108303
3100,003100.png,0.7475025383574008,0.9899833596570398,22.189379580830362,23.876222296369832,23.47821702351547,0.7454596161842346,0.7541550993919373,0.44861800541516245,29.664543502236338,59.88614651566891,0.019160278623035716,0.9449303361913357
3103,003103.png,0.35790839350180503,0.9882079196750903,21.709278731977935,28.927944257182613,26.524333776655865,0.8050459623336792,0.7988339066505432,0.05982485333935018,6.00596496936175,10.831239255452118,0.006806383344733977,0.9882079196750903
3106,003106.png,0.7687048736462094,0.9965633461191336,21.78560343244081,22.105703091709938,22.147340310053632,0.7993088364601135,0.8234249949455261,0.4720498646209386,30.26703486570358,76.12572703686796,0.019450252972791897,0.9965633461191336
3109,003109.png,0.7811385943140794,0.9963024593862816,22.72262979030472,23.98888287223677,23.07013770098461,0.7710723876953125,0.8319710493087769,0.5004597247292418,45.057841881400435,136.87440217844016,0.020325547906127985,0.9962982287906137
