name,old_psnr,new_psnr,delta_psnr,old_ssim,new_ssim,old_gap_pct,new_gap_pct
003001.png,21.60265562893891,22.00243528415691,0.3997796552180013,0.7806699275970459,0.7819651365280151,0.0021152978339350178,0.08362477436823104
003004.png,15.460897141156362,17.811003269817807,2.3501061286614444,0.748618483543396,0.7558454871177673,0.0,0.0
003007.png,14.801565410803665,19.933708268388106,5.132142857584441,0.7061641216278076,0.7158598899841309,0.00662793321299639,0.00662793321299639
003010.png,25.351146906053295,25.351146906053295,0.0,0.7438039183616638,0.7438039183616638,1.6960458032490977,1.6960458032490977
003013.png,26.06129964200707,26.06129964200707,0.0,0.7505648732185364,0.7505648732185364,1.4787342057761732,1.4787342057761732
003016.png,21.72962888505378,21.72962888505378,0.0,0.6214228868484497,0.6214228868484497,0.5192351083032491,0.5192351083032491
003019.png,26.131838613846057,26.131838613846057,0.0,0.7997552156448364,0.7997552156448364,0.052741425992779783,0.052741425992779783
003022.png,19.832959203437465,19.832959203437465,0.0,0.7827110886573792,0.7827110886573792,0.011704648014440433,0.011704648014440433
003025.png,13.902927541880768,20.209311466931204,6.3063839250504365,0.7314272522926331,0.7469362616539001,0.012973826714801445,0.012973826714801445
003028.png,20.29855692510916,20.29855692510916,0.0,0.7354763150215149,0.7354763150215149,0.4560582129963899,0.4560582129963899
003031.png,22.686594970371008,22.686594970371008,0.0,0.7028741836547852,0.7028741836547852,2.2657660198555956,2.2657660198555956
003034.png,25.570218095174408,25.570218095174408,0.0,0.7695921659469604,0.7695921659469604,0.20955550541516244,0.20955550541516244
003037.png,24.71779964229722,24.71779964229722,0.0,0.7934290766716003,0.7934290766716003,0.0706509476534296,0.0706509476534296
003040.png,19.981793961596928,20.142968623262213,0.16117466166528516,0.7960836887359619,0.7971378564834595,0.0,0.077278880866426
003043.png,14.144195667396541,20.08696004099785,5.94276437360131,0.7461514472961426,0.7586426734924316,0.0,0.0
003046.png,20.124558221366353,21.221377416309352,1.0968191949429986,0.7684991955757141,0.7697639465332031,0.02890907039711191,0.02890907039711191
003049.png,21.84436818278957,21.84436818278957,0.0,0.7449153661727905,0.7449153661727905,0.7868907942238268,0.7868907942238268
003052.png,24.390038841217553,24.390038841217553,0.0,0.7967413067817688,0.7967413067817688,0.09448330324909747,0.09448330324909747
003055.png,24.64286426876422,24.64286426876422,0.0,0.810480535030365,0.810480535030365,0.02975518953068592,0.02975518953068592
003058.png,22.649341895541095,22.821322140935337,0.1719802453942414,0.7918297648429871,0.7924960851669312,0.0050767148014440435,0.06994584837545126
003061.png,14.215770062971554,20.940626382400765,6.724856319429211,0.7513173818588257,0.7635422945022583,0.011563628158844765,0.011563628158844765
003064.png,16.602300776934037,18.325821324859046,1.723520547925009,0.6741504073143005,0.6768076419830322,0.061484657039711184,0.061484657039711184
003067.png,20.754602625693078,20.754602625693078,0.0,0.7538487911224365,0.7538487911224365,0.5661947202166064,0.5661947202166064
003070.png,21.89820998019965,21.89820998019965,0.0,0.7608216404914856,0.7608216404914856,0.04794675090252708,0.04794675090252708
003073.png,23.51883066722808,23.51883066722808,0.0,0.7969406843185425,0.7969406843185425,0.018614620938628156,0.018614620938628156
003076.png,21.67710680032732,21.799368194827792,0.12226139450047313,0.8132215738296509,0.8137128949165344,0.0007050992779783394,0.06359995487364621
003079.png,13.579215275797033,20.804478245858917,7.225262970061884,0.7505714297294617,0.7650121450424194,0.0005640794223826715,0.0005640794223826715
003082.png,16.777081055077506,19.759257045244038,2.9821759901665317,0.7081931829452515,0.712234377861023,0.05175428700361011,0.05175428700361011
003085.png,19.51566828290236,19.51566828290236,0.0,0.7214723229408264,0.7214723229408264,0.9541403429602888,0.9541403429602888
003088.png,23.80424685133569,23.80424685133569,0.0,0.8010637760162354,0.8010637760162354,0.02876805054151625,0.02876805054151625
003091.png,24.76336546988402,24.76336546988402,0.0,0.819993793964386,0.819993793964386,0.006204873646209386,0.006204873646209386
003094.png,23.354549261389064,23.43839968096159,0.08385041957252781,0.8074153661727905,0.8074227571487427,0.001128158844765343,0.02453745487364621
003097.png,13.087452846892747,21.79884212809576,8.711389281203013,0.7568292617797852,0.7739199995994568,0.012832806859205776,0.012832806859205776
003100.png,14.741093998861851,19.273652897424395,4.532558898562543,0.6682993173599243,0.6783977746963501,0.04949796931407942,0.04949796931407942
003103.png,18.38526777579625,18.38526777579625,0.0,0.6777004599571228,0.6777004599571228,1.3430731046931408,1.3430731046931408
003106.png,19.19423253460388,19.19423253460388,0.0,0.7178058624267578,0.7178058624267578,0.056689981949458484,0.056689981949458484
003109.png,22.235529077222118,22.235529077222118,0.0,0.8002739548683167,0.8002739548683167,0.034831904332129966,0.034831904332129966
003112.png,22.030268942117104,22.03038255555041,0.00011361343330662521,0.8070123791694641,0.8070123791694641,0.00028203971119133574,0.00028203971119133574
003115.png,11.487658374698027,20.945324751555752,9.457666376857725,0.7419267892837524,0.7687530517578125,0.005358754512635379,0.005358754512635379
003118.png,15.024230834100067,21.805748189922628,6.781517355822562,0.7411720752716064,0.7529249787330627,0.056548962093862815,0.056548962093862815
003121.png,18.40997410710546,18.40997410710546,0.0,0.6900384426116943,0.6900384426116943,1.0748533393501805,1.0748533393501805
003124.png,20.520018758861575,20.520018758861575,0.0,0.7648203372955322,0.7648203372955322,0.03722924187725631,0.03722924187725631
003127.png,22.436787838388813,22.436787838388813,0.0,0.8017133474349976,0.8017133474349976,0.01988379963898917,0.01988379963898917
003130.png,18.901798222561858,20.527283038332985,1.6254848157711272,0.7900840640068054,0.7927691340446472,0.007333032490974729,0.007333032490974729
003133.png,10.37626488494524,20.192394897380535,9.816130012435295,0.7150811553001404,0.7494616508483887,0.013819945848375453,0.013819945848375453
003136.png,13.019845795175558,23.00036232202384,9.980516526848282,0.774088442325592,0.7950230836868286,0.062471796028880866,0.062471796028880866
003139.png,21.491713663869398,21.491713663869398,0.0,0.7510946393013,0.7510946393013,1.3725462545126355,1.3725462545126355
003142.png,18.69041750997108,18.69041750997108,0.0,0.7103529572486877,0.7103529572486877,0.11746953971119134,0.11746953971119134
003145.png,21.654558804440136,21.654558804440136,0.0,0.7990520000457764,0.7990520000457764,0.0078971119133574,0.0078971119133574
003148.png,19.11802447832323,19.141720142978848,0.023695664655619453,0.8026248812675476,0.8027421832084656,0.0012691787003610109,0.018191561371841157
003151.png,9.927261998210062,18.25747088273108,8.330208884521019,0.6737465858459473,0.7126050591468811,0.019460740072202165,0.019460740072202165
003154.png,9.096158558345085,20.987743907401892,11.891585349056808,0.6805118918418884,0.7454370260238647,0.13100744584837545,0.13100744584837545
003157.png,17.115501325089404,25.24624729425094,8.130745969161534,0.8253213167190552,0.8326345682144165,0.6634984205776173,0.6634984205776173
003160.png,20.787445687559686,20.787445687559686,0.0,0.7351325750350952,0.7351325750350952,0.36016471119133575,0.36016471119133575
003163.png,21.83165120873125,21.83165120873125,0.0,0.766606330871582,0.766606330871582,0.028203971119133572,0.028203971119133572
003166.png,18.929606466799164,18.94229867728356,0.012692210484395616,0.7916859984397888,0.7921932339668274,0.004935694945848375,0.004935694945848375
003169.png,10.629743339847204,18.82400156338508,8.194258223537878,0.6804384589195251,0.7069756388664246,0.006063853790613719,0.006063853790613719
003172.png,5.377126242532947,17.755546507054994,12.378420264522047,0.5076611638069153,0.6405856013298035,0.18995374548736463,0.18995374548736463
003175.png,7.6870523677693745,20.143768340134834,12.456715972365458,0.6563341617584229,0.7180972695350647,0.2449514891696751,0.2449514891696751
003178.png,24.440022006237882,24.440022006237882,0.0,0.8007253408432007,0.8007253408432007,0.697625225631769,0.697625225631769
003181.png,21.60897990116336,21.60897990116336,0.0,0.7632864117622375,0.7632864117622375,0.01057648916967509,0.01057648916967509
003184.png,18.618805448972992,18.61942525292769,0.0006198039546987388,0.786550760269165,0.7865995764732361,0.0,0.0
003187.png,14.913189776158537,19.386814097443676,4.473624321285138,0.7210211753845215,0.7285583019256592,0.004371615523465704,0.004371615523465704
003190.png,4.440591732228596,15.163446798638166,10.722855066409569,0.45526203513145447,0.6182600855827332,0.06416403429602888,0.06416403429602888
003193.png,4.480874927904408,16.352816451430318,11.87194152352591,0.4551076889038086,0.607202410697937,0.16569833032490974,0.16569833032490974
003196.png,10.731583410148106,19.213167675024184,8.481584264876078,0.7286028265953064,0.7436078190803528,0.23324684115523467,0.23451601985559567
003199.png,22.9794952444443,22.9794952444443,0.0,0.7900147438049316,0.7900147438049316,0.07854805956678701,0.07854805956678701
003202.png,19.475564130625266,19.475563772165152,-3.5846011314788484e-07,0.7816480994224548,0.7816480994224548,0.001128158844765343,0.001128158844765343
003205.png,18.55891991253112,18.55891991253112,0.0,0.7598059177398682,0.7598059177398682,0.005640794223826715,0.005640794223826715
003208.png,5.6341768803744845,15.325994635734212,9.691817755359727,0.5389152765274048,0.6500999331474304,0.02115297833935018,0.02115297833935018
003211.png,4.500984931176108,16.562026893786093,12.061041962609986,0.433807373046875,0.5801078677177429,0.13227662454873645,0.13227662454873645
003214.png,8.164600400526338,17.536224045157148,9.37162364463081,0.673210620880127,0.7195930480957031,0.07262522563176896,0.07290726534296028
003217.png,23.126192874055754,23.126192874055754,0.0,0.8034011125564575,0.8034011125564575,0.028344990974729242,0.028344990974729242
003220.png,19.533259870937968,19.533259870937968,0.0,0.7763466835021973,0.7763466835021973,0.0005640794223826715,0.0005640794223826715
