image_id,name,native_psnr_gt_valid_db,native_ssim_gt_valid,native_psnr_masked_db,native_ssim_masked,gap_pixels,gap_pct,strict_alpha_zero_pixels,strict_alpha_zero_pct,depth_mae_mm,depth_rmse_mm,depth_eval_coverage_pct,gt_valid_pct
3001,003001.png,22.00243528415691,0.7819651365280151,22.0155238031094,0.7836542725563049,593,0.08362477436823104,306,0.04315207581227437,15.486690730857944,71.60773973845603,99.778880866426,100.0
3004,003004.png,17.811003269817807,0.7558454871177673,17.811003269817807,0.7558454871177673,0,0.0,0,0.0,29.579544186221803,135.6139047358763,97.28776511732852,100.0
3007,003007.png,19.933708268388106,0.7158598899841309,19.934542076635083,0.716718316078186,47,0.00662793321299639,0,0.0,26.397863124458564,109.8826363782837,95.22859318592057,100.0
3010,003010.png,25.351146906053295,0.7438039183616638,25.421487262397925,0.7791060209274292,12027,1.6960458032490977,0,0.0,6.006300767148015,14.654637365769315,100.0,100.0
3013,003013.png,26.06129964200707,0.7505648732185364,26.162172206888748,0.788244903087616,10486,1.4787342057761732,0,0.0,6.619202673736462,20.968438366921433,100.0,100.0
3016,003016.png,21.72962888505378,0.6214228868484497,21.74439763529211,0.6396496295928955,3682,0.5192351083032491,0,0.0,11.700353959837544,36.626247749380596,100.0,100.0
3019,003019.png,26.131838613846057,0.7997552156448364,26.137304611693,0.8035444021224976,374,0.052741425992779783,0,0.0,9.047954682796519,33.464008964396825,99.87759476534296,100.0
3022,003022.png,19.832959203437465,0.7827110886573792,19.83267859443757,0.7828313708305359,83,0.011704648014440433,0,0.0,25.11654043592279,118.31641932216706,99.96714237364621,100.0
3025,003025.png,20.209311466931204,0.7469362616539001,20.211396813344408,0.7476049065589905,92,0.012973826714801445,0,0.0,27.95448081160277,114.83886573282848,93.50786890794224,100.0
3028,003028.png,20.29855692510916,0.7354763150215149,20.305226319008515,0.7427851557731628,3234,0.4560582129963899,0,0.0,6.468535649819494,17.333148551138894,100.0,100.0
3031,003031.png,22.686594970371008,0.7028741836547852,22.711010391103517,0.7266366481781006,16067,2.2657660198555956,0,0.0,6.471532321750902,10.006368050803488,100.0,100.0
3034,003034.png,25.570218095174408,0.7695921659469604,25.586147834611698,0.7896473407745361,1486,0.20955550541516244,0,0.0,9.723031362815885,33.99213283636881,100.0,100.0
3037,003037.png,24.71779964229722,0.7934290766716003,24.722108550753173,0.8009628653526306,501,0.0706509476534296,0,0.0,10.742394551522784,58.66233617014686,99.88549187725631,100.0
3040,003040.png,20.142968623262213,0.7971378564834595,20.153532739346865,0.7981821298599243,548,0.077278880866426,288,0.04061371841155235,24.296035877832423,115.7109423191092,99.8990297833935,100.0
3043,003043.png,20.08696004099785,0.7586426734924316,20.08696004099785,0.7586426734924316,0,0.0,0,0.0,26.359968611524184,107.98025821688812,94.16755979241877,100.0
