# IMAGE_ID QW QX QY QZ TX TY TZ CAMERA_ID NAME
# Empty POINTS2D lines: render cameras, no feature tracks.
3202 0.70951417648465898 0.70022548011477503 -0.065462973281962059 0.044592706740163822 -0.38657839011419098 0.81723818268343873 5.4359568799058078 2 003202.png

3340 0.12249390264603097 0.14381591104724017 -0.70475775357962023 0.68383385139491626 1.3763830280651668 0.90794662047626895 -4.0406039887253158 6 003340.png

3376 0.18101368927584444 0.19111934618716661 -0.68674256944364132 0.67756334251616912 1.2106442286782502 0.80850859511191464 -3.1089677776733149 6 003376.png

3388 0.6907880460532605 0.66783627138721213 -0.18081870772232839 0.21002662923346557 -3.114837109841663 0.67034346224501884 0.012134827576005145 4 003388.png

3409 0.49154648863678363 0.54253971948815927 -0.48381741875491358 0.47953457393173449 -1.1966939240917909 0.84515438505744478 -2.3414978415779872 5 003409.png

3481 0.69325098017985165 0.71001784421145209 -0.076774434652206777 0.09686808331349922 -1.3821124160823817 0.74160898498882599 -1.4398416856917191 5 003481.png

3505 0.34498283503082894 0.36534757124847689 -0.64224958052049985 0.57881212153700867 1.2790962092469014 0.80884088414709887 -0.18123347217964572 1 003505.png

3520 0.5938829431530589 0.62178218029321952 -0.38877418717782358 0.33097522790368078 0.85590595957245708 0.81086941348423447 -0.77904265369144254 6 003520.png

3571 0.72074241167418651 0.67051152623687271 0.12127897822281185 -0.12742087206893438 0.89695803239925098 0.36527026840101939 -1.2815055482251492 5 003571.png

3583 0.14341600240802893 0.13824836824734466 0.70726186105308664 -0.67830664070903146 -1.7063365301692237 0.4318232531314794 -0.051124420736491545 3 003583.png

